# word	lang_code	lang_name	definition_en	definition_lang	glyph_string
concept_102	it	Italian	concept_102	concept_102	✽⚛◐☆✿◇⚛✽⚛✽✿◇◒☽⚚✼☾◑✿◇✯✷✽⚛✺⚝⚜✻◍★☆◐●✭☽◒✮✶✽⚛☀◔✧△✿◇◐☆✰✸◎♤⚛✽⚛✽⚝✺◓☼♣◌◎♤
concept_102	tr	Turkish	concept_102	konsept_102	✬○☽◒⚝✺◌♣✹☯✮✶◌♣✮✶✿◇✰✸♡◉♣◌✮✶●✭✫▼◉♡✷✯✧△●✭✭●✫▼✺⚝▲✩☼◓✫▼✦◕◇✿✻⚜⚛✽◎♤✯✷◔☀
concept_102	vi	Vietnamese	concept_102	khái niệm_102	✸✰☼◓✺⚝◆♠✹☯◌♣✮✶✸✰◎♤✩▲⚜✻✸✰◇✿✼⚚✯✷✭●✼⚚✰✸✺⚝♡◉✦◕✬○✮✶◔☀✧△✩▲✼⚚☆◐☼◓▽✪◍★✰✸
concept_102	pl	Polish	concept_102	koncepcja_102	✾◈○✬◑☾✿◇♠◆○✬◇✿◈✾⚚✼☯✹★◍◑☾◈✾☾◑✶✮⚛✽✬○⚜✻✷✯⚝✺☾◑✬○✿◇✹☯✼⚚♤◎✾◈✾◈✧△◕✦✻⚜▼✫
concept_102	uk	Ukrainian	concept_102	концепція_102	◎♤⚛✽✽⚛✽⚛♠◆✿◇▲✩✸✰♠◆✰✸✻⚜☼◓▽✪◆♠✰✸⚚✼✿◇♡◉◌♣☾◑◐☆✺⚝✯✷♤◎✯✷◍★⚚✼✻⚜✻⚜♡◉☾◑⚝✺
concept_102	id	Indonesian	concept_102	konsep_102	✻⚜♤◎✩▲◍★▽✪◓☼◆♠✪▽◇✿⚛✽◉♡◌♣✬○☀◔○✬▲✩☀◔✯✷▽✪◎♤⚚✼✮✶☀◔✮✶⚚✼●✭◌♣✬○✼⚚◒☽✶✮◑☾
concept_102	ms	Malay	concept_102	konsep_102	✷✯◇✿⚝✺⚝✺♡◉✸✰✭●✺⚝♣◌⚚✼✬○✫▼△✧☾◑✬○◌♣⚝✺✿◇✦◕✼⚚♠◆☼◓✪▽☾◑✼⚚✸✰●✭✿◇◈✾◒☽▼✫◉♡
concept_102	th	Thai	concept_102	แนวคิด_102	◉♡⚜✻◓☼♣◌✻⚜✶✮◉♡✶✮☼◓◉♡⚚✼⚛✽✩▲♡◉☀◔⚚✼✷✯◉♡☼◓✿◇✶✮◌♣◌♣◎♤◑☾✬○◆♠♤◎☯✹△✧✽⚛✧△
concept_102	ta	Tamil	concept_102	கருத்து_102	✫▼✻⚜⚝✺♠◆♡◉✹☯✶✮◌♣✹☯☯✹✦◕✶✮✿◇★◍✽⚛▲✩☾◑✩▲✧△✺⚝♣◌✸✰✭●✶✮☼◓✭●✩▲◆♠✻⚜○✬✼⚚☯✹
concept_102	te	Telugu	concept_102	భావన_102	▼✫☾◑◕✦☼◓✽⚛◔☀◎♤◓☼◔☀✼⚚✽⚛☀◔✶✮◎♤✺⚝✷✯◔☀◕✦☾◑✯✷◔☀▽✪✼⚚✹☯✬○✭●◆♠✷✯⚝✺☀◔◉♡♡◉
concept_102	mr	Marathi	concept_102	संकल्पना_102	⚛✽✮✶♠◆♣◌♡◉♣◌◒☽☯✹⚝✺✹☯▼✫✯✷✬○✹☯✻⚜✶✮◐☆✸✰◑☾✯✷▼✫✺⚝✪▽✻⚜◌♣⚛✽▼✫◓☼♣◌◎♤✩▲♡◉
concept_102	gu	Gujarati	concept_102	ખ્યાલ_102	◍★✪▽◑☾✼⚚⚛✽⚝✺◍★◔☀☾◑✦◕◆♠✷✯▽✪✭●◌♣♡◉☼◓✶✮◉♡✯✷✼⚚⚝✺✺⚝◆♠◍★◓☼✽⚛✾◈◇✿◒☽⚚✼☾◑
concept_102	fa	Persian	concept_102	مفهوم_102	◒☽◒☽▽✪◇✿♡◉✶✮◐☆✽⚛▼✫◈✾✬○✪▽✺⚝△✧◇✿✿◇◉♡✯✷◆♠♠◆☯✹◆♠△✧✶✮◉♡✶✮◆♠✭●✭●◈✾✬○◔☀
concept_102	iw	Hebrew	concept_102	מושג_102	☾◑◓☼☼◓✺⚝⚚✼✰✸◉♡◌♣◐☆☆◐◐☆▼✫✼⚚◈✾⚚✼▼✫◕✦✶✮☾◑◆♠☆◐✺⚝✾◈☽◒✾◈▲✩◔☀☆◐✾◈✶✮⚝✺♡◉
concept_102	nl	Dutch	concept_102	concept_102	✫▼♣◌◉♡⚛✽✾◈☯✹♣◌✩▲▲✩✹☯★◍✻⚜◈✾◇✿✸✰✶✮✾◈♡◉✦◕✫▼✧△☼◓♡◉✺⚝◕✦○✬★◍◇✿◉♡✯✷◈✾☼◓
concept_102	sv	Swedish	concept_102	koncept_102	♣◌⚛✽◒☽◐☆○✬◐☆◎♤⚚✼✭●◎♤✹☯✰✸◍★✼⚚♠◆✼⚚◉♡△✧◈✾◇✿✶✮✪▽✯✷⚛✽◇✿✩▲◓☼✺⚝✬○✶✮✩▲✹☯
concept_102	no	Norwegian	concept_102	konsept_102	◍★◈✾✽⚛✭●✼⚚⚚✼✻⚜☯✹△✧♣◌☽◒✫▼☆◐◌♣☽◒⚛✽⚜✻✼⚚♡◉✼⚚▼✫⚜✻✼⚚✩▲◔☀✪▽✻⚜☀◔☽◒✼⚚◕✦✫▼
concept_102	da	Danish	concept_102	koncept_102	✮✶♤◎◌♣▼✫◌♣✬○◑☾✻⚜♡◉✭●✿◇☼◓✿◇✿◇⚝✺✬○✯✷◆♠♡◉◈✾✭●✧△✯✷◕✦▲✩△✧☯✹✰✸⚚✼✼⚚✻⚜✪▽
concept_102	fi	Finnish	concept_102	käsite_102	◆♠◍★◉♡◒☽◌♣▲✩✿◇✩▲✷✯◔☀☼◓♣◌✻⚜♤◎◌♣☯✹✧△☽◒△✧☽◒⚛✽☾◑⚛✽○✬△✧◍★☆◐☼◓◑☾☽◒◎♤⚝✺
concept_102	cs	Czech	concept_102	koncept_102	✿◇●✭◐☆☯✹☾◑✷✯✯✷✪▽✪▽▼✫☀◔◈✾☀◔✸✰⚛✽◑☾✿◇✯✷☯✹♡◉◕✦◉♡✪▽✹☯⚜✻◍★✮✶✸✰◈✾◆♠△✧◑☾
concept_102	ro	Romanian	concept_102	concept_102	★◍✪▽☼◓◎♤✧△♤◎☽◒♠◆◆♠◎♤♡◉✧△◍★△✧✾◈✷✯✯✷♣◌☀◔◐☆♠◆♣◌◒☽✦◕✺⚝◉♡▼✫✼⚚○✬◆♠✺⚝△✧
concept_102	hu	Hungarian	concept_102	koncepció_102	◇✿△✧♣◌▽✪◔☀✿◇✼⚚♡◉✭●✫▼✦◕✪▽◆♠◑☾✰✸◆♠✷✯✸✰◌♣◎♤◉♡◔☀✶✮⚜✻⚝✺☯✹☆◐◒☽◉♡✺⚝✶✮☾◑
concept_102	el	Greek	concept_102	έννοια_102	✧△◍★◌♣✦◕✧△✯✷⚛✽✼⚚✮✶◎♤✸✰○✬✯✷◍★⚛✽✬○☀◔✩▲✫▼☼◓✼⚚✰✸▽✪◍★○✬♤◎✦◕◕✦◔☀◓☼✶✮○✬
concept_102	sr	Serbian	concept_102	концепт_102	♡◉▲✩◆♠✼⚚✶✮☼◓◓☼◆♠◕✦○✬✬○✪▽✭●✿◇◈✾▽✪★◍◍★◍★●✭☆◐◌♣✮✶✼⚚♣◌⚜✻♤◎✦◕✼⚚☽◒✦◕✭●
concept_102	hr	Croatian	concept_102	koncept_102	⚝✺♤◎◇✿☀◔◐☆♡◉♡◉♡◉⚜✻◐☆⚝✺✯✷☾◑◔☀◈✾⚜✻♣◌☾◑☼◓✩▲⚜✻⚚✼✾◈☼◓✷✯◆♠✩▲◎♤◌♣✭●★◍◑☾
concept_102	bg	Bulgarian	concept_102	концепция_102	◍★♡◉◕✦◎♤✬○◇✿◎♤✾◈☽◒⚛✽☼◓▲✩✬○✦◕✺⚝★◍✧△☯✹◌♣◉♡◐☆♣◌✷✯◆♠✾◈☯✹✹☯☼◓✺⚝✹☯✪▽✺⚝
concept_102	sk	Slovak	concept_102	pojem_102	✬○◆♠◔☀◇✿✽⚛☆◐✼⚚✯✷◓☼◇✿⚝✺☀◔⚜✻✭●✭●✯✷★◍▲✩✾◈☯✹✦◕◔☀⚛✽◌♣◇✿☆◐◍★◉♡▽✪●✭✿◇◑☾
concept_102	sl	Slovenian	concept_102	koncept_102	✯✷✭●✯✷✰✸✷✯♡◉△✧♣◌◓☼✦◕♣◌☀◔✼⚚☆◐♤◎✪▽✪▽✷✯✸✰✪▽✽⚛⚜✻✽⚛⚚✼✷✯◑☾✭●◎♤✮✶✩▲◇✿✬○
concept_102	et	Estonian	concept_102	mõiste_102	✻⚜★◍⚚✼⚚✼✺⚝♤◎◓☼▼✫◌♣✫▼◍★✫▼✹☯◍★◇✿◕✦✫▼✪▽◐☆⚚✼✬○◌♣♠◆★◍●✭✦◕⚝✺✼⚚⚜✻✮✶✭●▲✩
concept_102	lv	Latvian	concept_102	koncepcija_102	⚛✽✦◕✾◈✷✯◆♠◓☼♠◆◉♡◈✾✰✸✧△▽✪◍★✰✸○✬✧△◕✦♣◌☆◐▼✫◉♡♤◎✯✷✹☯◕✦✻⚜●✭●✭✿◇♡◉✮✶✫▼
concept_102	lt	Lithuanian	concept_102	koncepcija_102	○✬⚚✼☆◐✾◈✶✮◑☾✧△✫▼✪▽▲✩✰✸◉♡✹☯◉♡✧△☽◒◈✾◔☀○✬✸✰✷✯⚛✽✷✯○✬✿◇✦◕✽⚛✹☯✻⚜☆◐✶✮✬○
concept_102	sw	Swahili	concept_102	Dhana_102	✦◕◉♡✹☯♤◎✶✮✫▼◉♡★◍▽✪☯✹◈✾☽◒☆◐◒☽✭●○✬☯✹✭●✸✰✰✸✸✰▼✫✿◇☽◒▲✩♡◉✫▼⚝✺✧△◔☀▼✫☆◐
concept_102	zu	Zulu	concept_102	Umqondo_102	✭●✭●☾◑◓☼◎♤☀◔✰✸◇✿✸✰⚝✺✧△✶✮◈✾✷✯♣◌◌♣◇✿♤◎✩▲◔☀⚚✼☆◐✭●●✭◇✿✪▽◎♤◓☼◉♡☽◒✦◕◍★
concept_102	af	Afrikaans	concept_102	konsep_102	▼✫☽◒✩▲☼◓☾◑✸✰✺⚝✿◇✰✸◒☽☀◔▲✩✽⚛☾◑◔☀◍★✩▲♡◉○✬✯✷✹☯◒☽✽⚛✧△◎♤☯✹♤◎☼◓✭●✾◈◒☽✬○
concept_102	yo	Yoruba	concept_102	Erongba_102	✧△✦◕♤◎●✭○✬✯✷◍★✸✰✮✶☼◓◌♣✰✸★◍☽◒◑☾◕✦✮✶▽✪✷✯✻⚜●✭♠◆✼⚚✽⚛◇✿✩▲✬○✹☯✼⚚◉♡✶✮◓☼
concept_102	ig	Igbo	concept_102	Echiche_102	◆♠⚚✼⚚✼✻⚜✧△✿◇♣◌⚝✺◍★✪▽⚝✺✷✯✬○✬○⚚✼✯✷☯✹✻⚜✶✮✬○▽✪♣◌△✧✪▽◆♠✩▲⚛✽△✧☼◓✽⚛●✭◈✾
concept_102	am	Amharic	concept_102	ፅንሰ-ሀሳብ_102	✶✮✬○⚚✼☾◑☽◒☆◐✻⚜◕✦♡◉◐☆✺⚝✹☯✪▽◉♡⚛✽✭●◒☽♤◎♡◉✮✶✰✸◓☼✽⚛⚝✺✽⚛★◍◎♤✼⚚△✧▽✪♠◆◌♣
concept_102	sq	Albanian	concept_102	koncept_102	⚝✺✮✶♤◎⚚✼◉♡♣◌✭●♠◆▼✫☯✹◒☽◑☾⚛✽▽✪△✧★◍▽✪⚝✺✼⚚✪▽✫▼▽✪◓☼◎♤♣◌☽◒☾◑☽◒⚝✺⚜✻✽⚛✫▼
concept_102	az	Azerbaijani	concept_102	Concept_102	▼✫△✧★◍★◍✿◇★◍△✧☆◐⚚✼♠◆✼⚚✩▲✧△✭●✷✯◐☆✩▲✦◕◒☽✻⚜▽✪✽⚛△✧☯✹✶✮☯✹♠◆✹☯◍★⚛✽☆◐◆♠
concept_102	eu	Basque	concept_102	kontzeptua_102	⚝✺✸✰♤◎◇✿✩▲◔☀✰✸◇✿✭●☀◔◆♠♣◌◐☆✺⚝♡◉✻⚜✿◇⚜✻✹☯✪▽✬○✭●✹☯✷✯◑☾◐☆★◍⚚✼♡◉✩▲☆◐✸✰
concept_102	be	Belarusian	concept_102	канцэпцыя_102	◉♡◐☆✿◇✷✯✸✰◐☆◈✾●✭✿◇◍★◒☽◆♠⚚✼○✬♤◎▲✩✧△☯✹◆♠✭●✶✮◈✾▼✫✪▽◕✦★◍◇✿♠◆✶✮⚛✽♤◎✯✷
concept_102	bs	Bosnian	concept_102	koncept_102	✹☯⚛✽☯✹✶✮◉♡⚝✺♤◎✬○✿◇✰✸☆◐◌♣○✬✰✸⚚✼◑☾✹☯✫▼✪▽◎♤⚛✽★◍✩▲✽⚛▼✫⚝✺☽◒☀◔✺⚝◐☆○✬▲✩
concept_102	ca	Catalan	concept_102	concepte_102	✬○◑☾✯✷●✭◌♣☾◑✺⚝★◍♡◉▼✫✹☯✹☯✪▽○✬▲✩◌♣✯✷✺⚝✽⚛✪▽✮✶⚜✻▽✪◉♡✽⚛★◍✧△♡◉☀◔✶✮◆♠◐☆
concept_102	eo	Esperanto	concept_102	koncepto_102	☆◐⚜✻✪▽✫▼✾◈✫▼✷✯☯✹♡◉✻⚜☀◔▽✪☽◒◍★✿◇◕✦●✭◕✦⚜✻✽⚛✺⚝◆♠✶✮✬○☆◐⚚✼⚜✻✹☯◌♣✧△○✬✯✷
concept_102	tl	Filipino	concept_102	Konsepto_102	✶✮✫▼◑☾✫▼◉♡◓☼◓☼✰✸☼◓✻⚜◕✦♡◉♠◆◓☼◍★✾◈✪▽✼⚚△✧✼⚚▲✩✼⚚◒☽✫▼✮✶◐☆✽⚛✻⚜◔☀✯✷✦◕✸✰
concept_102	gl	Galician	concept_102	concepto_102	✦◕◌♣✭●☽◒✪▽◍★✭●★◍☀◔☽◒♣◌✩▲☼◓◈✾✭●◐☆◕✦☽◒☆◐✸✰✿◇⚝✺♣◌◐☆✺⚝✶✮☆◐♤◎◐☆◉♡▲✩★◍
concept_102	ka	Georgian	concept_102	კონცეფცია_102	✩▲♣◌●✭▽✪⚚✼✬○✾◈◉♡☀◔♠◆✧△✰✸◎♤✻⚜▽✪◒☽▽✪⚝✺⚜✻✦◕✽⚛▼✫⚚✼⚚✼▽✪✻⚜✷✯♣◌★◍✾◈◎♤★◍
concept_102	is	Icelandic	concept_102	hugtak_102	◆♠✶✮◈✾✰✸◆♠✭●✹☯◒☽✪▽☼◓✮✶▽✪⚜✻✭●✿◇◇✿✽⚛☀◔◌♣○✬⚚✼✩▲♡◉✫▼☼◓♣◌✩▲✹☯✯✷◑☾◆♠✻⚜
concept_102	ga	Irish	concept_102	coincheap_102	✧△☀◔⚛✽♤◎✼⚚♣◌◈✾✬○✸✰△✧◉♡♣◌◓☼✩▲☼◓◍★★◍⚛✽☽◒✷✯♠◆△✧✸✰◕✦⚛✽✦◕○✬✯✷✰✸◔☀◇✿✽⚛
concept_102	jw	Javanese	concept_102	Konsep_102	✩▲♤◎♣◌⚝✺✻⚜✰✸✧△✿◇◍★★◍✦◕♠◆✸✰✰✸✩▲✯✷☾◑✸✰◌♣☯✹◎♤◑☾✫▼☽◒⚚✼✽⚛▽✪⚛✽✪▽◉♡♣◌✶✮
concept_102	kn	Kannada	concept_102	ಪರಿಕಲ್ಪನೆ_102	⚛✽✬○✬○◒☽▽✪◈✾⚝✺☀◔◎♤✶✮◉♡○✬☆◐☽◒♠◆✺⚝✷✯✹☯☯✹◔☀⚛✽✬○✿◇○✬◆♠⚚✼✭●⚛✽✪▽△✧○✬☆◐
concept_102	kk	Kazakh	concept_102	тұжырымдама_102	✪▽◆♠⚚✼☆◐✽⚛◔☀◒☽✶✮▲✩◑☾☀◔✰✸○✬✾◈⚜✻⚝✺✼⚚✰✸✸✰✼⚚☼◓○✬♠◆✶✮☽◒◍★✭●♣◌✬○✽⚛◈✾▽✪
concept_102	km	Khmer	concept_102	គំនិត _102	♠◆◕✦♡◉⚝✺◎♤◕✦◓☼♠◆◍★◆♠★◍◎♤☆◐✻⚜♡◉✺⚝✪▽✶✮▼✫◒☽✧△✭●✩▲✾◈◒☽◉♡✰✸◒☽☼◓♡◉✷✯♠◆
concept_102	lo	Lao	concept_102	Concept_102	☆◐✼⚚⚛✽✭●◐☆☾◑✫▼△✧✬○▽✪★◍⚛✽✫▼✽⚛☀◔◈✾✮✶◑☾◔☀☽◒★◍✿◇★◍✽⚛✼⚚✿◇♤◎✹☯◇✿▽✪✺⚝✬○
concept_102	la	Latin	concept_102	concept_102	✻⚜✺⚝⚝✺⚚✼◑☾⚜✻⚝✺⚜✻◇✿✧△⚝✺✩▲✼⚚⚚✼◇✿★◍✶✮⚝✺☾◑✷✯◎♤◕✦⚛✽⚝✺✭●◈✾✻⚜☀◔✽⚛✦◕☼◓✧△
concept_102	mk	Macedonian	concept_102	концепт_102	⚚✼⚛✽♤◎⚛✽◇✿⚚✼✮✶▼✫✯✷▼✫☀◔☾◑✷✯◎♤✬○◇✿✸✰✯✷◆♠✯✷◌♣☀◔◈✾⚚✼◌♣✾◈◇✿☾◑▽✪○✬☽◒▲✩
concept_102	mg	Malagasy	concept_102	Concept_102	○✬✧△☯✹♣◌△✧◓☼✾◈✯✷▼✫✩▲✯✷✭●◌♣☆◐◓☼◓☼♤◎○✬⚜✻✯✷☽◒★◍♡◉✯✷✿◇✻⚜♤◎☆◐✽⚛♣◌◌♣✰✸
concept_102	ml	Malayalam	concept_102	ആശയം_102	✧△◎♤✾◈✭●✽⚛✫▼◒☽◕✦✸✰◈✾⚝✺◌♣◓☼✧△✺⚝✻⚜✺⚝✿◇✭●⚛✽●✭⚝✺✷✯◇✿▽✪✻⚜☾◑⚚✼◆♠◉♡✶✮◉♡
concept_102	mt	Maltese	concept_102	kunċett_102	◎♤◆♠♤◎☆◐♣◌✩▲◌♣☽◒●✭✿◇◕✦◍★♠◆●✭☾◑✪▽♠◆◑☾♤◎♡◉◕✦✰✸✰✸✸✰✽⚛○✬◆♠♤◎▽✪✽⚛△✧☆◐
concept_102	mi	Maori	concept_102	ariā_102	◎♤◕✦◎♤✺⚝☀◔♣◌○✬◓☼★◍◉♡✬○◕✦⚚✼◕✦✧△⚝✺✸✰⚛✽✩▲✹☯✮✶⚛✽☯✹◍★✫▼✮✶◑☾◇✿▲✩◈✾▲✩◆♠
concept_102	mn	Mongolian	concept_102	үзэл баримтлал_102	✫▼✮✶♣◌✻⚜✬○♣◌✾◈✾◈✰✸◐☆◆♠✹☯◑☾☀◔⚛✽☀◔✦◕◈✾◒☽♡◉◌♣✾◈✯✷◔☀✸✰◍★♤◎☀◔♡◉✼⚚✦◕⚚✼
concept_102	my	Myanmar (Burmese)	concept_102	Concept_102	✾◈◈✾◕✦☾◑☽◒♣◌✯✷☼◓⚝✺◕✦♣◌✯✷⚜✻✬○☀◔✷✯☼◓✼⚚◐☆✯✷◇✿⚝✺⚜✻◐☆✬○☽◒✦◕✶✮⚜✻○✬○✬✺⚝
concept_102	ne	Nepali	concept_102	अवधारणा_102	⚛✽✩▲♤◎♠◆✿◇☀◔✪▽✽⚛✺⚝◆♠✮✶☯✹☾◑◇✿⚚✼☼◓◍★★◍◑☾◑☾⚜✻✮✶◈✾✰✸☽◒✫▼★◍☼◓✺⚝♣◌◐☆☆◐
concept_102	or	Odia	concept_102	ଧାରଣା_102	✬○◓☼✶✮✰✸♠◆✧△◍★✮✶✺⚝☀◔♣◌♣◌◔☀✧△✾◈✾◈◒☽▲✩⚚✼▽✪♤◎✦◕♤◎✰✸◉♡✶✮◇✿★◍◌♣✼⚚♠◆★◍
concept_102	ps	Pashto	concept_102	مفهوم_102	◎♤♠◆✩▲✸✰⚛✽◉♡⚝✺✦◕◈✾✭●♠◆✿◇✻⚜✭●◍★⚜✻✦◕⚛✽✽⚛✷✯◆♠♡◉✿◇✺⚝◈✾✺⚝◒☽○✬☀◔⚛✽⚜✻✹☯
concept_102	pa	Punjabi	concept_102	ਧਾਰਨਾ_102	✶✮✻⚜♤◎✻⚜★◍✼⚚◆♠✼⚚◍★✿◇✪▽☽◒✩▲◔☀✹☯◕✦⚝✺◎♤☼◓☯✹✸✰☽◒♣◌◌♣●✭▼✫✻⚜◕✦◐☆◕✦✽⚛✦◕
concept_102	sm	Samoan	concept_102	Manatu_102	✦◕☀◔◈✾✮✶☼◓✧△◓☼✫▼●✭✺⚝✫▼✻⚜▽✪✼⚚♡◉◒☽◉♡⚚✼◒☽○✬✹☯★◍✦◕✯✷◆♠◒☽✮✶▽✪▲✩✰✸♡◉✩▲
concept_102	gd	Scots Gaelic	concept_102	bun-bheachd_102	♡◉◉♡△✧⚚✼▽✪✷✯✯✷✷✯◔☀✦◕◇✿✸✰●✭☾◑☆◐✿◇✮✶✧△★◍◐☆✾◈✮✶☾◑☽◒♤◎✽⚛◒☽◉♡✪▽◆♠◇✿✧△
concept_102	st	Sesotho	concept_102	Concept_102	✪▽☽◒✺⚝◐☆✺⚝✽⚛☼◓✶✮●✭◒☽✺⚝✪▽✽⚛◓☼✷✯✯✷◌♣◇✿✾◈☯✹♠◆✹☯●✭▲✩◐☆☽◒◇✿▲✩△✧♤◎⚝✺⚛✽
concept_102	sn	Shona	concept_102	pfungwa_102	✽⚛✮✶✾◈✽⚛✸✰★◍✷✯☯✹▲✩✭●✯✷✩▲✦◕☆◐☀◔✾◈◒☽▼✫⚚✼◍★✶✮✰✸✪▽✻⚜✰✸★◍◈✾✫▼✩▲◔☀✫▼☼◓
concept_102	sd	Sindhi	concept_102	تصور_102	◇✿★◍✽⚛✪▽⚝✺▲✩✼⚚◇✿▲✩☼◓✧△◇✿✧△✦◕✧△✮✶✦◕☾◑✧△✾◈✮✶★◍⚚✼♣◌✹☯✻⚜◉♡✰✸◒☽♡◉○✬♠◆
concept_102	si	Sinhala	concept_102	සංකල්පය_102	⚚✼☽◒★◍✯✷✺⚝☀◔♤◎⚝✺⚜✻◈✾⚝✺◒☽✽⚛✹☯✮✶◌♣⚜✻◆♠✫▼✪▽✦◕✻⚜◕✦✰✸☯✹♣◌✮✶✧△✽⚛⚝✺◔☀✶✮
concept_102	so	Somali	concept_102	Fikradda_102	✶✮◑☾◉♡★◍◎♤◆♠♣◌♡◉✰✸✧△✬○✫▼◌♣✾◈✶✮✷✯✰✸◇✿♡◉✫▼✷✯✼⚚☾◑✶✮✼⚚◑☾△✧✺⚝✸✰◔☀✾◈✺⚝
concept_102	su	Sundanese	concept_102	Konsép_102	◒☽⚝✺⚚✼✬○◐☆✿◇⚝✺☯✹▼✫✦◕◎♤✫▼◆♠◑☾✦◕♤◎✮✶◈✾♤◎✹☯☽◒△✧●✭♠◆◇✿△✧☆◐✼⚚★◍◓☼◉♡☀◔
concept_102	tg	Tajik	concept_102	Консепсияи_102	⚚✼◑☾✾◈▽✪◍★✭●✻⚜◐☆✩▲♤◎◓☼✪▽○✬◆♠⚝✺○✬▲✩✶✮○✬✪▽☾◑✭●○✬⚛✽♤◎✸✰✹☯✫▼◉♡♠◆✻⚜✹☯
concept_102	tt	Tatar	concept_102	Концепция_102	◍★✧△▼✫▼✫☆◐☼◓♠◆◐☆☼◓◍★☀◔♠◆✷✯◉♡⚛✽◐☆☯✹☼◓☼◓✿◇✭●◓☼✯✷✻⚜○✬◕✦◍★◒☽✮✶♠◆⚜✻✯✷
concept_102	tk	Turkmen	concept_102	Düşünjesi_102	○✬○✬♠◆✹☯◉♡▽✪◍★▲✩△✧✿◇☀◔✶✮☆◐✯✷✯✷✮✶✸✰★◍★◍◇✿✶✮✭●★◍✺⚝☆◐●✭☾◑⚚✼✾◈⚜✻✭●✿◇
concept_102	ur	Urdu	concept_102	تصور_102	✰✸◆♠✽⚛◒☽✸✰☀◔☼◓⚜✻✷✯◆♠⚝✺♤◎✧△♡◉◈✾✺⚝☯✹✼⚚✪▽⚜✻⚚✼✬○⚚✼✼⚚✬○◓☼✭●☆◐◌♣✪▽▽✪◉♡
concept_102	ug	Uyghur	concept_102	kontrow_102	♤◎☆◐▼✫◔☀♤◎✩▲◐☆◎♤✦◕✬○◍★✶✮✶✮◑☾△✧◕✦✼⚚○✬◐☆○✬●✭◓☼◈✾▽✪✮✶▼✫◔☀✺⚝✺⚝✫▼✾◈◉♡
concept_102	uz	Uzbek	concept_102	tushuncha_102	✧△★◍●✭♠◆♤◎⚚✼⚜✻✿◇◉♡▲✩✺⚝◐☆▽✪✹☯◔☀♡◉✧△●✭★◍◐☆✻⚜◌♣▲✩○✬●✭⚛✽✰✸◔☀✷✯✶✮★◍⚜✻
concept_102	cy	Welsh	concept_102	cysyniad_102	△✧⚚✼♠◆✬○☾◑◐☆♤◎▼✫✽⚛◎♤✻⚜✼⚚✮✶♣◌◍★◎♤◒☽✻⚜✼⚚✪▽△✧✬○☯✹✿◇☽◒⚝✺✿◇✦◕☾◑✧△⚛✽✫▼
concept_102	xh	Xhosa	concept_102	Ingqondo_102	◍★◈✾✭●◔☀☯✹✫▼△✧✽⚛✭●△✧◆♠✮✶✬○✧△◓☼✷✯☾◑♣◌◈✾◍★☀◔◎♤✭●◕✦☯✹✪▽✾◈✺⚝⚚✼○✬◆♠✾◈
concept_102	yi	Yiddish	concept_102	concept_102	◇✿▼✫◇✿◎♤★◍☼◓✮✶◔☀☯✹⚛✽◑☾▲✩◒☽◌♣☾◑♠◆☆◐◌♣✽⚛◈✾◔☀✺⚝◕✦◍★◐☆✰✸⚛✽✾◈✹☯◕✦◒☽★◍
concept_102	lb	Luxembourgish	concept_102	Konzept_102	◌♣♠◆◔☀○✬♠◆☆◐☀◔◆♠△✧☾◑♣◌◌♣◎♤✼⚚✰✸✮✶☼◓✾◈⚚✼⚛✽✿◇⚜✻◓☼✼⚚✫▼✻⚜◌♣✸✰⚛✽◕✦✻⚜☆◐
concept_102	ny	Nyanja	concept_102	lingaliro_102	☆◐◈✾☼◓✺⚝◉♡◆♠☼◓✯✷♡◉✹☯♠◆✯✷◆♠✫▼◕✦⚝✺◔☀✪▽◆♠◉♡♠◆✶✮▼✫☀◔✸✰✾◈⚝✺✿◇◑☾◒☽♡◉☾◑
concept_102	se	Northern Sami	concept_102	concept_102	✯✷★◍○✬⚚✼◎♤◑☾◆♠☾◑✮✶◔☀☽◒◕✦☽◒✹☯✮✶♠◆⚛✽✺⚝♠◆☆◐✯✷✽⚛✰✸✾◈◕✦♤◎✬○◈✾◉♡✺⚝✫▼✺⚝
concept_102	ss	Swati	concept_102	concept_102	♡◉☼◓✫▼△✧✭●✹☯◇✿☼◓♠◆✸✰✿◇☼◓✫▼✧△✯✷▽✪✻⚜✦◕◔☀☆◐☼◓✧△◌♣◇✿◓☼▼✫◆♠☽◒⚛✽✩▲▽✪▲✩
concept_103	en	English	concept_103	concept_103	☽◒✭●⚚✼★◍▽✪✬○♠◆◌♣✶✮✼⚚⚜✻✸✰✫▼✷✯✪▽✧△✼⚚♤◎✷✯◈✾✧△◇✿✼⚚⚝✺✽⚛▲✩◉♡◒☽★◍✷✯✮✶⚝✺
concept_103	es	Spanish	concept_103	concepto_103	✷✯○✬☽◒✯✷✾◈☆◐✭●⚜✻♡◉☾◑◑☾✮✶☯✹☽◒♠◆★◍◎♤♡◉◇✿◐☆⚜✻◕✦✮✶☼◓●✭✶✮○✬☼◓♤◎✫▼○✬✽⚛
concept_103	ru	Russian	concept_103	концепция_103	✰✸✧△◎♤♠◆✩▲☽◒✼⚚◍★☾◑☾◑▲✩✪▽☾◑✭●✽⚛▲✩✧△●✭◆♠◎♤☆◐●✭✽⚛◑☾✦◕✷✯☀◔▲✩⚚✼☀◔◕✦✺⚝
